Price,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2015-12-14,98.69853210449219,99.45676805174442,97.48876312122133,98.72408959711649,3867200
2015-12-15,100.19793701171875,100.95617272570287,99.38858632821133,99.56749522141185,3124100
2015-12-16,101.2373275756836,102.0296421771293,99.59306206945192,100.78579463612617,3516900
2015-12-17,101.56958770751953,103.16273173639935,101.07545462375303,101.23732737530023,3945800
2015-12-18,98.67293548583984,101.26286654269624,98.67293548583984,101.04987885545346,7574800
2015-12-21,100.02755737304688,100.33425371435867,98.82630349510863,99.31191524366741,3185200
2015-12-22,100.05308532714844,100.81983570391031,99.00518317911029,100.69204830769505,2821600
2015-12-23,101.1180419921875,101.23731458356133,100.14681860536142,100.44500008379596,2479600
2015-12-24,100.81986999511719,101.53551215666724,100.77727634851419,100.98174275187002,900100
2015-12-28,100.81132507324219,101.04987022259586,100.00196803094332,100.75168878590378,1582600
2015-12-29,102.08076477050781,102.58341922178056,101.12657734597636,101.27141395050108,2027600
2015-12-30,101.31398010253906,102.32780355971173,101.09247759078386,102.25964594077091,1747700
2015-12-31,100.2235107421875,101.69738876775057,99.98496551258656,101.07546170497378,2372500
2016-01-04,99.21820068359375,99.60158248716144,97.57393519240624,99.60158248716144,4991000
2016-01-05,99.40563201904297,100.4364918358057,99.00521405305464,99.43971083528342,2816800
2016-01-06,98.3918228149414,99.38008913148927,97.54839311366041,98.63888939407838,2677300
2016-01-07,95.49515533447266,97.19905681461199,94.92434989859437,96.80716025416415,5277200
2016-01-08,93.85092163085938,96.27045925684602,93.51013994413547,95.71668982840343,4422400
2016-01-11,93.35677337646484,94.24280301836878,92.1725622444656,94.14908790721468,4525800
2016-01-12,95.63998413085938,96.38117705459338,93.75717392823991,94.02127655624923,4037800
2016-01-13,93.05857849121094,96.30450860163249,92.80299067942282,95.76778199671912,3434300
2016-01-14,94.36207580566406,95.24810544936385,91.59323560655312,92.64113148813615,4238200
2016-01-15,93.0926742553711,94.26837068598536,91.83179053252093,92.93080800033137,6357000
2016-01-19,95.91265106201172,97.25873528509338,93.37383406531175,94.98402103474172,7122800
2016-01-20,97.79541778564453,98.60476831885691,93.84236721314973,95.49514708621797,8380700
2016-01-21,96.6964340209961,98.38329978280296,95.6400166498933,97.69321508485606,5413900
2016-01-22,97.40354919433594,98.10214868121582,97.02868871361564,97.69320938407826,3622200
2016-01-25,96.59415435791016,98.2384192362403,96.14262159078123,97.565377498492,2908500
2016-01-26,97.08829498291016,97.27572516528838,95.2140061588631,96.19375070319717,4592500
2016-01-27,95.69963836669922,97.81247278678052,95.28217777977584,97.48873381108699,4720300
2016-01-28,94.89026641845703,96.4834165639242,94.23426724083407,95.6655446736976,3525600
2016-01-29,98.11064910888672,98.11064910888672,94.24279201777165,95.35884539322824,5280800
2016-02-01,98.7325668334961,98.954075837098,97.21609561625517,97.82950116477241,4333500
2016-02-02,97.0201416015625,98.3065889549966,96.50045116407813,97.93172857389497,2997700
2016-02-03,96.05745697021484,97.43761966752245,93.97018001737288,97.43761966752245,3462300
2016-02-04,97.29279327392578,97.59098129830367,95.45258265133995,95.98930939545463,3608300
2016-02-05,95.17996978759766,97.30132602511306,94.48137020537044,97.18205340130869,3330800
2016-02-08,93.73162841796875,94.66877954047537,92.71781133978197,94.1405676805052,5050200
2016-02-09,94.7028579711914,95.65703874680423,92.98191364397135,93.17786519603129,3680200
2016-02-10,96.04891967773438,97.53131856915249,94.8476725759223,94.8476725759223,3023200
2016-02-11,94.2427978515625,95.15438492837323,93.7912584771804,94.83916079905788,3955000
2016-02-12,95.26513671875,95.34181566949272,93.89349543203024,94.7369248909881,2552100
2016-02-16,98.10213470458984,98.2043646394073,95.87002129629066,95.95521507526145,3445700
2016-02-17,100.7857894897461,100.86246194732433,98.14473661987289,98.40032447820553,4466000
2016-02-18,100.0616226196289,102.23409984120207,99.72936231513452,100.95617359318703,3847100
2016-02-19,100.25758361816406,100.99878325180855,98.8433419838269,100.10423219395724,4481400
2016-02-22,103.31607055664062,104.05727009188016,101.34806629049237,101.46733888238809,5054800
2016-02-23,103.21385955810547,103.76762897915073,102.46413855735372,102.7793627508398,2804400
2016-02-24,102.40449523925781,102.50673168687061,100.3853757728938,102.17447135696591,2559700
2016-02-25,103.25641632080078,103.28198030022443,102.08072676215056,102.40446566963949,2281700
2016-02-26,103.36720275878906,104.15951734430023,102.99234228826394,103.49499669191076,2877500
2016-02-29,101.46734619140625,103.78465357207848,101.35659491948782,103.17124791250416,4526300
2016-03-01,103.6568603515625,104.12543592801504,101.69737725882753,101.79960720287588,3295600
2016-03-02,103.31607055664062,103.80168225217858,102.54932003727346,103.28199824455793,2670900
2016-03-03,103.78463745117188,103.81871626028467,102.31075983141768,102.96676553206954,3064100
2016-03-04,103.76760864257812,104.0998689301143,102.86453638682843,103.35866940414279,2873900
2016-03-07,103.73355102539062,104.56845932880539,103.00087267757031,103.154224110832,2315400
2016-03-08,103.64834594726562,104.21063014144207,102.85603137829983,103.32460045680197,2522000
2016-03-09,103.59700775146484,104.46958737039229,103.04095313574715,104.2642706796491,2094000
2016-03-10,104.44390106201172,105.01706857296088,103.00672361850854,103.68253640490718,2638200
2016-03-11,107.01887512207031,107.20707882672504,104.58079650879877,104.76900021345351,3766200
2016-03-14,107.1215591430664,107.80592870156711,106.38585713582496,106.76226463535149,2856400
2016-03-15,106.80500793457031,107.33539959718516,106.14630149822746,106.53981536660913,2610300
2016-03-16,106.84777069091797,107.40382523965604,106.16339485759549,106.4114809340076,2140900
2016-03-17,106.53125,106.89910088299843,104.55512432886691,106.59968889141643,3911400
2016-03-18,108.40471649169922,108.71268495544655,106.53124275835154,106.81354827123516,6948400
2016-03-21,108.42184448242188,108.64426764523255,107.51505189612934,107.99411114523592,2667000
2016-03-22,109.51685333251953,110.20122932034143,107.8059133629648,108.3448615745498,3984000
2016-03-23,111.03101348876953,111.510085789387,109.51684687949385,109.6280486704249,6166400
