Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2015-12-14,31.001232147216797,31.22762333935608,30.6506885200794,30.898990604202528,20092900
2015-12-15,31.45401382446289,31.57816624567413,31.2276198715911,31.28604519589587,17916400
2015-12-16,32.016334533691406,32.067455282755006,31.585457658818317,31.585457658818317,21868600
2015-12-17,31.760751724243164,32.052870084896064,31.709628155608343,31.99444752711497,14697000
2015-12-18,31.037738800048828,31.70961322038407,31.03773880004883,31.66579701915411,24583700
2015-12-21,31.242219924926758,31.359067764184363,31.008524246411547,31.27143258120922,10444400
2015-12-22,31.61467742919922,31.687706291197152,31.191102229168166,31.30064830803758,12280800
2015-12-23,31.89219093322754,31.9360099241478,31.65849522006477,31.687707880678275,9092300
2015-12-24,31.79725456237793,31.928708751735535,31.709616578891055,31.760740128861418,3036600
2015-12-28,31.760751724243164,31.782659835176858,31.629297486893556,31.724234491522044,6326100
2015-12-29,31.92140769958496,31.97252846929745,31.768045390447497,31.79725805481835,7739800
2015-12-30,31.81916046142578,31.965220971247955,31.73152526988148,31.950614641678488,5112500
2015-12-31,31.373680114746094,31.65119483095609,31.307953018429853,31.621982169066033,9727900
2016-01-04,30.964712142944336,31.03774100743632,30.65068301105811,30.92089315272558,16084100
2016-01-05,31.074254989624023,31.132680309069503,30.796740294003126,30.898984603032716,15781900
2016-01-06,30.906280517578125,31.04503644615486,30.701797510018295,30.818645340891347,16245100
2016-01-07,30.395069122314453,30.75291715857758,30.270919525285002,30.416980005104072,20563600
2016-01-08,30.314746856689453,30.760230230164822,30.24171798288524,30.41699118023749,14645900
2016-01-11,30.365856170654297,30.570339150107596,30.154068635722435,30.365856170654297,15815200
2016-01-12,30.760229110717773,31.00122940007235,30.577654146978684,30.89168330747975,21814800
2016-01-13,30.563047409057617,31.08886418911166,30.519231201301665,30.796743136665455,16854300
2016-01-14,30.584951400756836,30.79673619084847,30.409678251645204,30.66528481135499,16028000
2016-01-15,30.307445526123047,30.373172627855585,29.891174810441317,29.905781142589994,21153600
2016-01-19,30.614171981811523,30.76023252619527,30.416993450647603,30.504628662928585,15462200
2016-01-20,30.219812393188477,30.395082819255954,29.759722649483262,30.270933166280926,19923500
2016-01-21,30.22710418701172,30.314739371111724,30.00801483382557,30.270923171997858,15568900
2016-01-22,30.71640396118164,30.8478581196788,30.270920733593723,30.409676662730924,15209200
2016-01-25,30.789447784423828,31.037749895018916,30.62147911929677,30.847873121445453,12505200
2016-01-26,30.731016159057617,31.037740730231654,30.621470077425414,30.7894386929549,13018500
2016-01-27,30.73831558227539,31.0085257008819,30.53383255045126,30.80404266905777,14167000
2016-01-28,31.088863372802734,31.19840946106189,30.71641168729257,30.80404688637624,16622800
2016-01-29,31.344457626342773,31.592759602819843,31.147279185082425,31.300641433116876,20457000
2016-02-01,31.402889251708984,31.512435328563928,31.088860136322097,31.1107682373441,17097800
2016-02-02,30.993921279907227,31.249527871293793,30.97201317825532,31.183800780465535,12332900
2016-02-03,31.198413848876953,31.359077938814384,30.87708009725581,31.256836394525163,15958300
2016-02-04,31.059654235839844,31.32256264879879,30.964717253505942,31.05235246253457,14413700
2016-02-05,30.993921279907227,31.39558838267575,30.86246709825072,31.351769393499403,17315700
2016-02-08,31.147289276123047,31.18380371093181,30.59956439637321,30.796742901515085,17254400
2016-02-09,31.62198257446289,31.760741327283178,30.86247007082102,30.86247007082102,24853800
2016-02-10,31.074254989624023,31.68770691443873,31.045042329901282,31.65119248272159,16729600
2016-02-11,30.972007751464844,31.118068237254672,30.657978682071924,30.69449310705137,16825300
2016-02-12,31.483211517333984,31.505119610595262,31.081547354272207,31.198395161451476,15222400
2016-02-16,31.665794372558594,31.738823225753126,31.417492371476143,31.636581716931914,12675900
2016-02-17,31.760751724243164,31.85568872887165,31.60738659008614,31.709628155608343,12332500
2016-02-18,31.848377227783203,31.936012430629084,31.621983269069077,31.86298355923633,11170300
2016-02-19,31.965206146240234,31.965206146240234,31.607358202434316,31.826450258492056,12850000
2016-02-22,32.0893669128418,32.25003373380352,31.862975795165397,31.96521730455115,20716100
2016-02-23,31.90679359436035,32.169701937903056,31.884885494355903,31.943310808864204,11166400
2016-02-24,32.06745910644531,32.08936720555005,31.673096607326865,31.8118553306494,10844200
2016-02-25,32.250038146972656,32.26464447686541,32.03825054233656,32.10397763391767,10903300
2016-02-26,31.50513458251953,32.17701188249463,31.483226478847048,32.16240555142204,18421000
2016-02-29,31.497821807861328,31.848365273541692,31.34445677810531,31.52703167393082,15049800
2016-03-01,31.90679359436035,31.90679359436035,31.527037407673372,31.6804024653215,12358300
2016-03-02,31.965206146240234,31.965206146240234,31.709599676129944,31.746116876053712,12856300
2016-03-03,32.103973388671875,32.11857971663317,31.797248859101224,31.848369614029664,13134800
2016-03-04,32.213523864746094,32.24273652466724,31.899494735275223,31.972523599205505,13691500
2016-03-07,32.1404914855957,32.23543123524872,32.03094819218609,32.067462623322626,10695300
2016-03-08,32.366878509521484,32.47642456542844,31.994426934007308,32.074757551017555,18900200
2016-03-09,32.724727630615234,32.739333957612445,32.34497148630379,32.41800033541783,18466600
2016-03-10,33.031455993652344,33.053364093768124,32.629791704919754,32.746639548657825,28908600
2016-03-11,33.26697540283203,33.30377459224305,33.06825641089471,33.11977583758978,16129300
2016-03-14,33.33322525024414,33.428902610422966,33.149226439378495,33.149226439378495,13206700
2016-03-15,33.29641342163086,33.53193158560861,33.17129281774382,33.17865433964198,13686300
2016-03-16,33.15658950805664,33.24490816273567,32.78859183802804,33.15658950805664,15386100
2016-03-17,33.686500549316406,33.789539427820415,33.09770495243715,33.15658310832564,24080000
2016-03-18,33.56138610839844,33.76010518549651,33.40682776207751,33.73802622390763,23853400
2016-03-21,33.612892150878906,33.760091720493705,33.38473548519433,33.428893390759974,9740400
2016-03-22,33.4877815246582,33.65706008336549,33.40682160362453,33.524580723055635,13788300
2016-03-23,33.45832824707031,33.64232697628773,33.37736835699901,33.41417034892073,9292100
2016-03-24,33.54665756225586,33.56137499337466,33.25961711866698,33.4509774143929,10890200
2016-03-28,33.70856475830078,33.80424487830534,33.49512557044355,33.53192756032059,13306600
2016-03-29,34.209041595458984,34.23112054336963,33.71592637480361,33.75272555718723,25010400
2016-03-30,34.28264236450195,34.39303991035404,34.098643647150865,34.31944154645265,14312200
2016-03-31,34.14281463623047,34.503453495886646,34.091295200222255,34.26057374819191,15544500
2016-04-01,34.46665954589844,34.49609722267041,33.936742057615334,33.95882101709409,14922900
2016-04-04,34.510807037353516,34.54024751282911,34.22376942046214,34.474007846808156,10629800
2016-04-05,34.245853424072266,34.45193397519727,34.17961374828185,34.31209309986268,10696700
