Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-12-10,202.00234985351562,204.458769727923,201.84881995101082,203.20177476417683,26733300
2020-12-11,204.6314239501953,204.6890086289566,200.64934019188877,201.55130982077503,30979400
2020-12-14,205.5334014892578,207.4620856631206,204.26681669461775,204.47791660062674,28798400
2020-12-15,205.4662628173828,206.70406272172727,203.65273317434787,206.46417777084216,27000600
2020-12-16,210.40789794921875,211.20431778476424,206.03239855894847,206.06118358324636,35023300
2020-12-17,210.54225158691406,211.95277646807847,209.10294167890282,210.9740416310339,32515800
2020-12-18,209.74581909179688,210.80131881755383,207.27980921095252,209.74581909179688,63354900
2020-12-21,213.58395385742188,214.9369084468528,208.48880002213403,208.74787985959026,37181900
2020-12-22,214.8793182373047,216.50094263879487,212.87388382045947,213.6798936375532,22612200
2020-12-23,212.0775146484375,214.51473957348418,211.86641469728184,214.08294954299924,18699600
2020-12-24,213.7375030517578,214.56270791406772,212.25021334578557,212.46131328554506,10550600
2020-12-28,215.85806274414062,216.88476263524183,213.99655333703302,215.3686881144162,17933500
2020-12-29,215.08087158203125,217.98827642739843,214.5339414300542,217.15348136528831,17403200
2020-12-30,212.71075439453125,216.50094793560592,212.5092592560349,216.11712326944684,20272300
2020-12-31,213.42083740234375,213.97737223508196,210.79169311832163,212.7299675852491,20942100
2021-01-04,208.8821563720703,213.97730878113896,206.118677923188,213.52632404423358,37130100
2021-01-05,209.08372497558594,209.67864963168427,206.97274025893688,208.469620064535,23823000
2021-01-06,203.66232299804688,207.73077702990682,203.36486800201897,203.58555805690816,35930700
2021-01-07,209.45794677734375,210.46546654506324,205.0632671621536,205.37990242724453,27694500
2021-01-08,210.73411560058594,211.65528020451683,208.24891115741627,209.83214589128676,22956200
2021-01-11,208.69029235839844,210.0528369606372,207.96103282381029,209.63063715459433,23031300
2021-01-12,206.23388671875,208.31610101495866,204.68904166255604,207.74037126573907,23249300
2021-01-13,207.58685302734375,207.9898580178423,205.27435841483444,205.36072813105426,20087100
2021-01-14,204.40118408203125,208.66154338232383,204.13251409385208,207.1742536782788,29480800
2021-01-15,204.04615783691406,205.83090267119468,203.45124777262626,204.88096752227284,31746500
2021-01-19,207.6828155517578,208.20096064868125,204.0269709237377,205.1016509122703,30480900
2021-01-20,215.26318359375,216.65451355887006,208.49842418374584,208.89183906754494,37777300
2021-01-21,215.86764526367188,217.14383480853698,213.42081612551442,215.60856544773637,30709400
2021-01-22,216.80796813964844,220.76128121950816,216.6640430572437,217.8922525651383,30172700
2021-01-25,220.24317932128906,220.48306428239718,215.1480250899788,219.84976447113186,33152100
2021-01-26,222.92984008789062,224.70497958743255,220.77087595822775,222.47885529838138,49169600
2021-01-27,223.476806640625,230.71174470769552,220.8284821455737,228.37046532559663,69870600
2021-01-28,229.26284790039062,232.82274716387465,225.5782184133488,226.07718323182823,49111200
2021-01-29,222.5748291015625,228.38963718019693,221.98950931508602,226.44177281435506,42503100
2021-02-01,229.95370483398438,232.68839909225326,223.02582637835746,225.54942071149748,33314200
2021-02-02,229.81936645507812,232.50608075588323,229.03255145237534,231.53695085313288,25916300
2021-02-03,233.1681671142578,235.1736017454573,229.57948305731,229.87695268863132,27158100
2021-02-04,232.2182159423828,233.39846040880124,230.64457129523996,232.84192558169505,25296100
2021-02-05,232.40049743652344,233.43680200271672,230.69251805189364,232.4292824543555,18054800
2021-02-08,232.65963745117188,233.8206725146445,231.06679772564047,233.31211754611243,22211900
2021-02-09,233.90696716308594,234.8569019753482,231.61366815600442,232.08383317899094,23565000
2021-02-10,232.99546813964844,235.97003282257953,231.1435486574617,235.0872579374984,22186700
2021-02-11,234.59786987304688,235.23115495661315,232.35253581551774,234.8761299477972,15751100
2021-02-12,235.07765197753906,235.37510696165688,232.90908274109216,234.06052752923827,16561100
2021-02-16,233.83984375,236.1715330517929,233.0914038855764,235.11603342688002,26728500
2021-02-17,234.85928344726562,234.96507650561446,231.72398457959287,232.0894541766409,21653500
2021-02-18,234.46495056152344,234.5995949311717,231.647031012765,232.55107806974718,16925600
2021-02-19,231.7528533935547,234.53230976349187,230.99306282392587,234.42651669715636,25262600
2021-02-22,225.53993225097656,228.82911468835837,223.51063965852657,228.33862759094472,36446900
2021-02-23,224.34730529785156,225.84763213855825,219.98095444078731,221.5197594787663,30228700
2021-02-24,225.57843017578125,226.20356170801335,220.24071557506963,221.21207764018945,26339700
2021-02-25,220.23104858398438,225.6168375975213,219.16350592936016,223.20285135829647,39542200
2021-02-26,223.49142456054688,226.36704708770696,220.76004395905966,222.6739313555886,37819200
2021-03-01,227.87701416015625,228.38674041190882,224.23197397293902,226.87678608775025,25324000
2021-03-02,224.92440795898438,228.22321721235295,224.5204748274745,227.9443015684846,22812500
2021-03-03,218.8557586669922,224.64549595106263,218.56723082291026,223.279813142553,34029500
2021-03-04,218.0574951171875,223.59718252075484,215.68197229589236,218.0671220058217,44727800
2021-03-05,222.74122619628906,224.3473463607686,217.79783355152915,220.74078515082306,41872800
2021-03-08,218.69227600097656,224.44353542154002,218.4422263479561,222.52003591331203,35267400
2021-03-09,224.83787536621094,226.37668097304578,222.80858262632722,223.9723063843275,33080500
2021-03-10,223.5299072265625,227.93472347498604,223.16443757304768,227.93472347498604,29746800
2021-03-11,228.05972290039062,230.02168593321738,225.3475815614815,225.9727277040274,29907600
2021-03-12,226.7324981689453,226.7998276939092,224.30888474756043,225.05904836070448,22653700
2021-03-15,225.82843017578125,226.19389973430492,222.94318126146158,225.97270142657817,26034900
2021-03-16,228.6175079345703,230.87761072964167,226.91520700329045,227.24219835106737,28092200
2021-03-17,227.97312927246094,229.42538062772473,224.3088654749819,227.1171726758717,29562100
2021-03-18,221.89491271972656,225.23218566499116,221.51983088863727,223.66452881126907,34833000
2021-03-19,221.53904724121094,223.5779518905413,220.57729754999687,222.18341777330807,46430700
2021-03-22,226.9633026123047,227.83848363077567,221.33706135356417,221.46209350268924,30127000
2021-03-23,228.4925079345703,231.82978074938532,228.002020843899,228.4059539788877,31638400
2021-03-24,226.45359802246094,228.8964358811069,226.31895364718338,228.75217929157247,25620100
2021-03-25,223.45291137695312,227.87696566112155,222.71237470851386,226.29969681352964,34061900
2021-03-26,227.4345703125,227.65578331481655,222.69315122370767,222.69315122370767,25479900
2021-03-29,226.24203491210938,227.74236229636642,223.0105549017335,227.54038837534517,25227500
2021-03-30,222.98167419433594,224.90517359760773,222.26036191810903,224.59740664901904,24792000
2021-03-31,226.75177001953125,229.9543988343797,223.50105077635433,224.00116481572115,43623500
2021-04-01,233.080078125,233.55132615154153,228.94455090403778,229.34848407327533,30338000
2021-04-05,239.5430450439453,240.39900183366075,233.4166884471967,233.47439109086363,36910600
2021-04-06,238.37928771972656,239.8603758409947,237.43677709710138,238.1388502881798,22931900
2021-04-07,240.3412628173828,241.33186391127126,237.73492914613195,238.3312093103771,22719800
2021-04-08,243.56312561035156,244.41908230584644,242.3609384158286,243.10148983669302,23625200
2021-04-09,246.06370544433594,246.19834983657762,242.7841349277814,243.1976803199744,24326800
