Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2015-12-14,49.06254577636719,49.185155320347,47.81065231173548,47.946170714706426,21976500
2015-12-15,51.256587982177734,51.36628867549105,49.90144815921826,49.965977689209176,24366800
2015-12-16,51.075889587402344,51.37272928412869,50.333787883943366,51.004905646523625,17233900
2015-12-17,50.3079948425293,51.12753523682466,50.30154041174677,50.99201680683239,17362900
2015-12-18,49.86919021606445,50.83714811598275,49.727222269683615,50.05632933417661,28836000
2015-12-21,49.856292724609375,50.39834685548593,49.462656067206076,50.19830377241803,14460500
2015-12-22,50.10794448852539,50.269270771538494,49.82400865497036,50.14020679115555,13855800
2015-12-23,51.74701690673828,51.76637527177376,50.54029461222615,50.772604839226204,15184200
2015-12-24,51.192054748535156,51.798638194509635,51.05654126837212,51.798638194509635,5848300
2015-12-28,50.811317443847656,50.88875582098938,50.27571800263264,50.411231470165596,9715800
2015-12-29,51.08235168457031,51.67603116715124,50.87584933589489,51.61795115076453,8839000
2015-12-30,50.404781341552734,50.97264805251293,50.3144390221565,50.540294820647084,9314600
2015-12-31,50.301536560058594,50.61773964144406,49.965980034383804,50.01760563011463,10285500
2016-01-04,49.98533630371094,50.29508494180569,49.34003115402716,50.0111491004928,20400100
2016-01-05,50.41123962402344,50.42414356065753,49.636870497214666,49.81110564314385,11993500
2016-01-06,49.991798400878906,50.10149911156072,49.423926631159674,49.45619386290766,18826900
2016-01-07,49.19160842895508,50.32734182531876,48.97865657090424,49.08190282362501,21263800
2016-01-08,48.197837829589844,49.46263519110642,48.07522828937315,49.2690416984787,19033600
2016-01-11,47.55253601074219,48.475322532038795,46.823338072053254,48.40433857476311,21353000
2016-01-12,48.52695846557617,48.66892642478746,47.20408550343878,47.830032456349116,21864100
2016-01-13,48.81733703613281,49.727214764623064,48.359170956781306,48.94639610066167,26052700
2016-01-14,51.05653381347656,51.57277486396467,48.914121391899045,49.17869388407583,33806700
2016-01-15,50.062782287597656,50.44351002048197,49.23679235844198,49.256150728142764,28342100
2016-01-19,49.301326751708984,50.48868616093054,48.520507916088306,50.28864308994598,22684500
2016-01-20,47.22343063354492,48.86250629005408,46.17158502123754,48.443056961808175,33300800
2016-01-21,47.81710433959961,48.39142545367982,46.85560117111397,47.21052092623632,22265600
2016-01-22,49.411006927490234,49.540065966728285,48.21719358303462,49.314210186418315,22530300
2016-01-25,47.73967361450195,49.262589125870946,47.68804802475054,48.8818614788505,17086600
2016-01-26,49.49488830566406,49.54005945578931,47.913893127994186,48.24944953988374,18724700
2016-01-27,48.58502960205078,49.99179514955394,48.217205831172286,49.043195708002024,18106100
2016-01-28,49.682037353515625,50.11439550423401,48.797972533736306,49.91434757909093,16157700
2016-01-29,50.23699951171875,50.23699951171875,49.20451236799848,49.51426097275809,25161900
2016-02-01,49.23033142089844,49.55298400203688,48.681823017620616,49.46909610332445,16754200
2016-02-02,48.13331985473633,48.79798844779251,47.46220667675136,47.87520167395229,21404200
2016-02-03,50.643550872802734,50.67581317667073,47.920362323332746,48.73989770623662,25873700
2016-02-04,51.514705657958984,51.62440633984226,50.04986037102522,50.70807430889895,23658700
2016-02-05,51.67603302001953,51.688936955630936,50.70162095123901,51.237225359924544,26719900
2016-02-08,52.37297439575195,52.77306048413038,50.92103764029002,51.172706284040366,26601200
2016-02-09,52.14505386352539,52.52923705677125,51.239939085975806,52.07993865748037,18418100
2016-02-10,51.66972351074219,53.03716324126979,51.62414235199039,51.94321046325297,16610900
2016-02-11,51.832515716552734,52.190656952367675,50.51717011660071,51.01204986503279,19331600
2016-02-12,52.763668060302734,52.789715142380835,51.969249444825834,52.1450660068598,16767200
2016-02-16,52.88739776611328,53.29762818758958,52.275303672631566,53.19995285829324,15912200
